exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp0	baseline	1.168152	6.0	0	0.0	0	baseline	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp1	Halve TOTAL_BATCH_SIZE to 2^18 for 2x more optimizer steps within the 5-minute budget, which typically improves final val_bpb by allowing more weight updates	0.982910	6.0	0	0.0	0	keep	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp2	Increase WARMDOWN_RATIO to 0.75 so more of the training budget is spent in LR cooldown phase, which helps the model converge to a better minimum	0.976568	6.0	0	0.0	0	keep	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp3	Add SwiGLU activation in MLP (replace ReLU^2 with SwiGLU gated linear unit) which has been shown to improve language model performance	1.061479	6.1	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp4	Replace linear LR warmdown with cosine decay schedule, which provides a smoother transition and typically finds better minima	1.115077	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp5	Combine two proven wins: halve TOTAL_BATCH_SIZE to 2^18 for more optimizer steps AND increase WARMDOWN_RATIO to 0.75 for better LR cooldown - neither was tried together	0.976822	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp6	Increase weight decay on embedding, lm_head, and value_embeds from 0.001 to 0.003, as proven technique suggests this range often helps regularize large embedding tables	1.089605	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp7	Increase WARMDOWN_RATIO to 0.75 (proven best standalone result) - current script has reverted to 0.5, restoring the best known setting	1.137133	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp8	Replace adaptive cosine gradient clipping (1.0->0.3) with fixed clip norm of 1.0, allowing more aggressive gradient updates throughout training	1.106075	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp9	Restore WARMDOWN_RATIO=0.75 (proven best standalone result of 0.9766) - current script reverted to 0.5, this is the single most reliable improvement found	1.163522	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp10	Remove the internal residual connection in MLP.forward - the Block already adds the residual (x + self.mlp(norm(x))), so MLP having its own internal residual creates an unintended double-residual that	1.118741	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp11	Increase MATRIX_LR from 0.04 to 0.05 to get more aggressive Muon updates for matrix parameters, potentially improving convergence speed within the 5-minute budget	1.121378	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp12	Add small LR warmup (WARMUP_RATIO=0.02) and increase WARMDOWN_RATIO to 0.80 for more aggressive cooldown - warmup stabilizes early training while longer cooldown helps convergence	1.240320	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp13	Restore WARMDOWN_RATIO=0.75 (proven best: 0.9766) and also set TOTAL_BATCH_SIZE=2^18 for 2x more optimizer steps - the near-miss combination that was +0.0003 from baseline, now applied cleanly to curr	0.976188	6.0	0	0.0	0	keep	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp14	Add label smoothing (0.1) to cross entropy loss, a regularization technique not yet tried that can improve generalization and val_bpb	1.272939	7.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp15	Restore the proven best combination: TOTAL_BATCH_SIZE=2^18 for 2x more optimizer steps AND WARMDOWN_RATIO=0.75 for better LR cooldown - this combination achieved 0.9762 vs current baseline of 0.9762, 	0.977270	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp16	Combine TOTAL_BATCH_SIZE=2^18 for 2x more optimizer steps with WARMDOWN_RATIO=0.80 for more aggressive LR cooldown - extends the proven pattern of longer warmdown beyond the 0.75 that nearly beat base	0.978477	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp17	Set FINAL_LR_FRAC=0.02 to prevent LR from hitting exactly zero at end of warmdown, maintaining small residual learning rate that can help fine-tune in final steps	1.129986	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp18	Set TOTAL_BATCH_SIZE=2^18 for 2x more optimizer steps AND WARMDOWN_RATIO=0.70 for aggressive LR cooldown - a fresh combination point between the 0.75 near-miss and the 0.5 baseline	0.973270	6.0	0	0.0	0	keep	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp19	FAILED TO APPLY: Increase Muon ns_steps from 5 to 6 for better orthogonalization quality in polar express, giving more accurate Newton-Schulz iterations at minimal compute cost	0.000000	0.0	0	0.0	0	crash	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp20	Try TOTAL_BATCH_SIZE=2^17 for 4x more optimizer steps within the 5-minute budget, combined with current best WARMDOWN_RATIO=0.70. More frequent weight updates may improve final convergence.	0.946867	6.0	0	0.0	0	keep	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp21	Try WARMDOWN_RATIO=0.65, a value between the best found (0.70) and shorter cooldowns, to find if there's a better sweet spot in the LR schedule	0.947016	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp22	Add small LR warmup (WARMUP_RATIO=0.01) while keeping best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70). A brief warmup stabilizes early optimizer steps without sacrificing much of the traini	0.952559	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp23	Keep best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70) and try slightly lower MATRIX_LR=0.035 to reduce overshooting with the higher step count (more steps means each step should be slightly 	0.945071	6.0	0	0.0	0	keep	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp24	Try WARMDOWN_RATIO=0.72 to find sweet spot between 0.65 and 0.70, combined with a small FINAL_LR_FRAC=0.05 to prevent LR from hitting zero which wastes the last training steps	0.948304	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp25	Reduce EMBEDDING_LR from 0.6 to 0.3 to stabilize embedding training with the current best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70, MATRIX_LR=0.035). High embedding LR may cause instabilit	0.000000	0.0	0	0.0	0	crash	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp26	Try WARMDOWN_RATIO=0.68 as a new interpolation point between 0.65 (+0.0019) and 0.70 (best baseline), keeping proven best settings TOTAL_BATCH_SIZE=2^17 and MATRIX_LR=0.035 [from .decomposition import	0.000000	0.0	0	0.0	0	crash	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp27		0.000000	0.0	0	0.0	0	skip	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp28	Try WARMDOWN_RATIO=0.68 with TOTAL_BATCH_SIZE=2^17 and MATRIX_LR=0.035 - interpolating between the best known points (0.65 gave +0.0019, 0.70 gave baseline) to find the optimal warmdown sweet spot	0.945738	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp29	Reduce Muon WEIGHT_DECAY from 0.2 to 0.05 with current best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70, MATRIX_LR=0.035). With 4x more steps, heavy weight decay may be over-regularizing. [GP	0.000000	0.0	0	0.0	0	crash	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp30		0.000000	0.0	0	0.0	0	skip	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp31	Restore proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70, MATRIX_LR=0.035) and increase Adam beta2 from 0.95 to 0.98 for better second moment estimation with the higher step count [GPU	0.000000	0.0	0	0.0	0	crash	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp32		0.000000	0.0	0	0.0	0	skip	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp33	Restore proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70, MATRIX_LR=0.035) and reduce EMBEDDING_LR from 0.6 to 0.4 to stabilize embedding updates with the higher step count	0.947775	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp34	Use proven best settings (TOTAL_BATCH_SIZE=2^17, WARMDOWN_RATIO=0.70, MATRIX_LR=0.035) and increase Adam beta1 from 0.8 to 0.85 for smoother gradient estimates with the higher step count	0.947537	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp35	Try WARMDOWN_RATIO=0.69 as new interpolation point between 0.68 (+0.0007 gap) and 0.70 (best baseline), keeping proven best settings TOTAL_BATCH_SIZE=2^17 and MATRIX_LR=0.035	0.944937	6.0	0	0.0	0	keep	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp36	Set WARMDOWN_RATIO=0.70 and FINAL_LR_FRAC=0.03 to prevent LR from hitting exactly zero, maintaining a small residual learning rate in final steps with proven best warmdown ratio	0.947408	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp37	Increase logit softcap from 12 to 30 to allow larger logit magnitudes during training, which may improve model expressiveness and reduce the constraint on the output distribution	1.083227	6.0	0	0.0	0	discard	sonnet46-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
