exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp0	baseline	1.094587	6.0	0	0.0	0	baseline	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp1	Halve TOTAL_BATCH_SIZE to get 2x more optimizer steps within the 5-minute budget, which typically improves final val_bpb significantly	0.969190	6.0	0	0.0	0	keep	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp2	Increase WARMDOWN_RATIO to 0.75 so the LR spends more time cooling down, which typically improves final val_bpb by allowing the model to converge more smoothly	0.975940	6.0	0	0.0	0	discard	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp3	Increase sequence length to 4096 to capture longer context dependencies, using fewer but longer sequences per batch. TOTAL_BATCH_SIZE stays fixed so this halves grad_accum_steps but doubles context pe	1.199902	11.4	0	0.0	0	discard	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp4	Add cosine LR schedule instead of linear warmdown - cosine decay is smoother and typically converges better than linear	1.099939	6.0	0	0.0	0	discard	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp5	Add weight decay to value embeddings and increase embedding LR slightly, while also trying a higher WARMDOWN_RATIO of 0.6 combined with the current best batch size setup. Actually, implement gradient 	1.090444	6.0	0	0.0	0	discard	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp6	Increase MATRIX_LR from 0.04 to 0.06 and EMBEDDING_LR from 0.6 to 0.8 to allow faster learning with the existing half-batch-size setup, which should improve convergence within the 5-minute budget	1.060696	6.0	0	0.0	0	discard	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp7	Remove the internal residual connection inside MLP (the Block already adds a residual, so MLP having its own residual creates a double-residual that wastes model capacity)	1.075709	6.0	0	0.0	0	discard	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp8	Combine WARMDOWN_RATIO=0.75 with the current halved TOTAL_BATCH_SIZE=2**19 setup (near-miss used 0.75 but with original larger batch; this combines both winning ideas)	1.131963	6.0	0	0.0	0	discard	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp9	Set WARMDOWN_RATIO=0.70 (between tried values of 0.5 and 0.75) and slightly increase MATRIX_LR from 0.04 to 0.045 to get better convergence within the 5-minute budget	1.112724	6.0	0	0.0	0	discard	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp10	Set WARMDOWN_RATIO=0.65 (between the tried 0.5 and 0.75 values) and increase MATRIX_LR from 0.04 to 0.042 for slightly faster matrix learning, combining the near-miss warmdown insight with a modest LR	1.093893	6.0	0	0.0	0	discard	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp11	Replace adaptive cosine gradient clipping (1.0 to 0.3) with fixed clip norm of 1.0 throughout training, preventing over-aggressive clipping during warmdown phase that may limit useful gradient updates	0.000000	0.0	0	0.0	0	crash	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp12		0.000000	0.0	0	0.0	0	skip	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
exp13	Add a small LR warmup (WARMUP_RATIO=0.05) to stabilize early training, combined with keeping WARMDOWN_RATIO=0.5. The current zero warmup means training starts at full LR which can cause instability in	0.000000	0.0	0	0.0	0	crash	sonnet46-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.0	0.0
