exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp0	baseline	1.114404	6.0	0	0.0	0	baseline	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp1	Add label smoothing to cross-entropy loss to improve generalization	1.182425	7.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp2	Add dropout (p=0.1) to attention and MLP residual connections for regularization	1.112874	6.3	0	0.0	0	keep	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp3	Replace linear warmdown with cosine LR schedule and import math for cosine computation	1.247328	6.3	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp4	Add a small learning rate warmup (5% of the time budget) to improve early training stability and final validation bpb	1.286843	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp5	Increase softcap from 12 to 20 to reduce aggressive logit clipping	1.221505	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp6	Make LR warmdown more aggressive by increasing WARMDOWN_RATIO	1.299321	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp7	Enable bias terms in all linear layers of attention and MLP to increase model capacity [Traceback (most recent call last):	0.000000	0.0	0	0.0	0	crash	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp8	Increase LR warmdown aggressiveness by setting WARMDOWN_RATIO to 0.75	1.296740	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp9	Set Muon weight decay to zero to reduce regularization pressure on matrix parameters	1.263873	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp10	Increase per-layer scalar learning rate to accelerate adaptation of residual scaling parameters	1.360438	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp11	Increase weight decay for token embeddings to improve regularization	1.102690	6.0	0	0.0	0	keep	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp12	Add dropout (p=0.2) after the attention output to improve regularization	1.117295	6.1	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp13	Add dropout (p=0.1) after the MLP projection to improve regularization	1.115899	6.1	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp14	Add dropout after token embedding to regularize embeddings	1.117507	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp15	Increase z-loss regularization coefficient to strengthen logit regularization	1.128981	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp16	Increase softcap from 12 to 20 to reduce logits saturation	1.111371	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp17	Replace squared ReLU activation in MLP with GELU for smoother gradients	1.146046	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp18	Add dropout after token embeddings (p=0.1) to improve regularization combined with existing embedding weight decay [SyntaxError: cannot assign to attribute here. Maybe you meant '==' instead of '='?]	0.000000	0.0	0	0.0	0	crash	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp19	Increase weight decay for token embedding parameters to strengthen regularization	1.133309	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp20	Increase model dimension by raising ASPECT_RATIO from 64 to 80, giving larger capacity without changing depth	1.327238	7.5	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp21	Replace ReLU-square activation in MLP with SiLU (Swish) for smoother gradients	1.135186	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp22	Enable cuDNN benchmark for higher throughput	1.107958	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp23	Increase weight decay for value embedding parameters to improve regularization	1.114988	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp24	FAILED TO APPLY: Enable cuDNN benchmark for higher throughput	0.000000	0.0	0	0.0	0	crash	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp25	Reduce softcap to limit logits magnitude, potentially improving calibration and bpb	1.127834	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp26	Enable TF32 for CUDA matmul and cuDNN to increase throughput	1.107943	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp27	Enable TF32 and cuDNN benchmark for faster matmul and convolution operations	1.112771	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp28	Enable TF32 and cuDNN benchmark for higher throughput	1.154881	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp29	Reduce softcap from 12 to 10 to lessen logits saturation and potentially improve validation bpb	1.110956	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp30	Increase z-loss coefficient to strengthen logit regularization	1.095092	6.0	0	0.0	0	keep	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp31	Reduce softcap from 12 to 8 to limit logits saturation further	1.123904	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp32	Replace linear warmup/warmdown LR schedule with a sinusoidal schedule (0→1→0) to improve learning dynamics	1.152409	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp33	Increase z-loss regularization coefficient from 1e-4 to 5e-4 to strengthen logit regularization	1.095624	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp34	Increase z-loss regularization coefficient from 1e-4 to 1e-3 to strengthen logit regularization	1.100432	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp35	FAILED TO APPLY: Enable TF32 for cuDNN to boost matmul throughput	0.000000	0.0	0	0.0	0	crash	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp36	Introduce a small learning rate warmup (5% of the time budget) to improve early training dynamics	1.122136	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp37	Add a modest LR warmup and increase z-loss regularization to 5e-4 (combining two near‑miss improvements)	1.130629	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp38	Reduce softcap from 12 to 6 to lessen logits saturation	1.116207	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp39	Increase z-loss regularization coefficient slightly to 2e-4 for finer logit regularization	1.137384	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp40	Reduce softcap from 12 to 4 to further limit logits magnitude and improve validation bpb	1.329113	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp41	Enable TF32 for CUDA matmul and cuDNN to increase throughput	1.120853	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp42	Use full attention window for all layers to improve modeling capacity	1.124468	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp43	FAILED TO APPLY: Remove softcap tanh scaling to allow unrestricted logits	0.000000	0.0	0	0.0	0	crash	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp44	Enable TF32 and cuDNN benchmark for higher throughput	1.085303	6.0	0	0.0	0	keep	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp45	Use full attention window for all layers by setting WINDOW_PATTERN to "LLLL"	1.084565	6.0	0	0.0	0	keep	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp46	Replace squared ReLU activation in MLP with standard ReLU to improve gradient flow	1.115150	5.5	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp47	Increase weight decay for value embeddings to improve regularization	1.079505	6.0	0	0.0	0	keep	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp48	Replace linear warmup/warmdown LR schedule with a full cosine decay schedule	1.202778	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp49	Remove logit softcap clipping by setting a very large softcap value, effectively making logits unscaled and improving model expressivity.	1.080280	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp50	Initialize x0_lambdas to zero instead of 0.1 to simplify residual scaling	1.109626	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp51	Increase weight decay for value embeddings to improve regularization	1.080299	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp52	Reduce LR warmdown aggressiveness to keep learning rate high throughout training	1.066211	6.0	0	0.0	0	keep	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp53	Use a constant higher gradient clipping norm (1.0) instead of decreasing schedule	1.066443	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp54	Set a constant higher gradient clipping norm (2.0) instead of the cosine schedule	1.105824	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp55	Replace linear warmup/warmdown LR schedule with a full cosine decay schedule and import math globally	1.238929	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp56	Enable cuDNN benchmark for faster convolution/matmul throughput	1.114144	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp57	Set Muon weight decay to zero to reduce regularization pressure on matrix parameters	1.101565	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp58	Enable cuDNN benchmark for higher throughput, increasing training steps within the time budget	1.099092	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp59	Enable cuDNN benchmark to increase training throughput	1.080865	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp60	Disable adaptive gradient clipping by setting a very large constant clip norm	1.141350	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp61	Eliminate learning rate warmdown to keep LR high throughout training	1.070101	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp62	Disable gradient clipping to reduce overhead and allow larger updates	1.139350	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp63	Set all attention windows to short (half) context to reduce compute per step and increase training throughput	1.080108	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp64	Switch autocast to float16 for faster training throughput	1.080320	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp65	Add dropout after the attention projection to regularize attention output (new regularization not previously tried)	1.089464	6.1	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp66	Enable cuDNN benchmark for higher throughput	1.082889	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp67	Add small weight decay to the x0 scalar parameters to improve regularization	1.078923	6.0	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp68	Remove the softcap tanh clipping on logits to allow unrestricted logits	1.081097	6.5	0	0.0	0	discard	gptoss120b-r1-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
