exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha
exp0	baseline	1.097410	6.0	0	0.0	0	baseline	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp1	Switch LR schedule to cosine annealing during cooldown (warndown) phase instead of linear	1.108070	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp2	Apply weight decay to value embeddings (param_group for value_embeds_params) for better regularization.	1.098137	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp3	Halve TOTAL_BATCH_SIZE for 2x more training steps (same GPU batch size, more frequent updates)	0.969950	6.0	0	0.0	0	keep	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp4	Increase WARMDOWN_RATIO to 0.75 for more aggressive LR cooldown. [^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^	0.000000	0.0	0	0.0	0	crash	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp5		0.000000	0.0	0	0.0	0	skip	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp6	Add dropout to MLP output for regularization [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)	0.000000	0.0	0	0.0	0	crash	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp7		0.000000	0.0	0	0.0	0	skip	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp8	Increase weight_decay on Muon param groups for stronger regularization (WEIGHT_DECAY=0.2 -> 0.3).	1.076006	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp9	Switch MLP activation from relu().square() to GELU (more standard for transformers). [GPU: NVIDIA GeForce RTX 5070 Ti (16303MB VRAM)	0.000000	0.0	0	0.0	0	crash	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp10		0.000000	0.0	0	0.0	0	skip	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp11	Add z-loss penalty (1e-4 * logits.logsumexp(-1).square().mean()) to training loss for improved logit regularization.	1.119829	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp12	Increase EMA smoothing on train loss logging (from 0.9 to 0.98) for more stable loss reporting and possibly more stable training.	1.116309	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp13	Increase adaptive gradient clipping minimum from 0.3 to 0.5 for more stable training.	1.118798	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp14	Switch MLP activation from relu().square() to swish (x * sigmoid(x)) for smoother gradients.	1.148529	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp15	Increase HEAD_DIM from 128 to 160 to allow more attention heads (potentially better modeling capacity for same VRAM).	1.325783	7.5	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp16	Increase SCALAR_LR from 0.5 to 1.0 to allow per-layer scaling parameters to adapt faster.	1.270531	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp17	Switch MLP hidden dimension from 4x to 3x model_dim for reduced overfitting and faster training.	1.095503	5.5	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp18	Switch Adam epsilon for embedding and value_embeds param groups from 1e-6 to 1e-8 for potentially more stable/accurate updates.	1.042550	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp19	Increase the softcap value in the final logits tanh to 24 (from 12) to allow higher-magnitude logits, potentially improving expressivity and calibration.	1.098424	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp20	Increase the number of gradient accumulation steps by doubling TOTAL_BATCH_SIZE (for larger effective batch, better stability, and possibly better generalization within the time budget).	1.407588	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp21	Increase the short attention window from half to three-quarters of the context for more context per block.	1.085275	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp22	Switch Adam epsilon for embedding and value_embeds param groups from 1e-6 to 1e-9 for more precise updates.	1.023707	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
exp23	Add small weight decay (0.001) to value_embeds AdamW param group for better regularization.	1.088435	6.0	0	0.0	0	discard	gpt41-r3-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704
