exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp0	baseline	1.124477	6.0	0	0.0	0	baseline	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp1	Increase WARMDOWN_RATIO to 0.75 for more aggressive LR cooldown	1.244893	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp2	Change linear LR warmdown to cosine annealing schedule [step 00068 (49.6%) | loss: 4.798691 | lrm: 1.00 | dt: 2365ms | tok/sec: 221,696 | mfu: 5.4% | epoch:]	0.000000	0.0	0	0.0	0	crash	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp3	Increase weight decay on embeddings/value embeddings/unembedding from 0.001 to 0.002 (within proven 0.001-0.003 range)	1.124458	6.0	0	0.0	0	keep	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp4	Increase logit softcap from 12 to 50 to allow sharper predictions	1.094881	6.0	0	0.0	0	keep	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp5	Remove z-loss regularization to allow sharper predictions after softcap increase	1.084946	6.0	0	0.0	0	keep	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp6	Add label smoothing with 0.1 to cross entropy loss to improve generalization	1.356417	7.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp7	Tie value embeddings across all layers (shared parameters) to reduce capacity and improve generalization	1.090980	5.8	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp8	Use full attention in all layers by setting WINDOW_PATTERN to L, removing sliding window constraints to improve long-range dependency learning	1.095314	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp9	Reduce Muon weight decay from 0.2 to 0.1 for less aggressive regularization on matrix parameters	1.100428	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp10	Effectively remove logit softcap by setting to large value (10000) to allow unconstrained sharp predictions	1.091948	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp11	Change RoPE base from 50000 to 10000 for better positional encoding at sequence length 2048	1.144986	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp12	Remove adaptive gradient clipping to allow unconstrained gradient updates and slightly improve training throughput	1.194813	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp13	Change window pattern to SSSS for higher throughput (more short-window layers), allowing more training steps in the 5-minute budget	1.120073	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp14	Enable cudnn.benchmark for improved training throughput (more steps in 5 min)	1.105985	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp15	Delay LR warmdown to last 25% of training (WARMDOWN_RATIO=0.25) for longer high-LR training	1.089486	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp16	FAILED TO APPLY: Add 0.1 dropout to MLP and Attention blocks for regularization	0.000000	0.0	0	0.0	0	crash	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp17	Relax adaptive gradient clipping floor from 0.3 to 0.5 to allow larger gradient updates at end of training	1.137269	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp18	Combine delayed LR warmdown (WARMDOWN_RATIO=0.25) with increased logit softcap (50) and disabled z-loss for sharper predictions and longer high-LR training	1.130011	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp19	Add 10% linear LR warmup at start of training for more stable early optimization	1.290826	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp20	Change MLP activation from ReLU squared to GELU for smoother gradients and better optimization	1.222807	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp21	Set final LR fraction to 0.01 to avoid LR dropping to exactly zero at end of training, maintaining small updates for final convergence	1.196740	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp22	Increase embedding learning rate from 0.6 to 0.8 for faster convergence of token embeddings during the short 5-minute training window	1.151381	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp23	Remove z-loss regularization and delay LR warmdown to last 25% of training for longer high-LR optimization with sharper predictions	1.114396	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp24	Increase embedding weight decay from 0.001 to 0.003 for stronger regularization on token embeddings	1.147900	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp25	Reduce sliding window size from half to quarter sequence length (//4 instead of //2) for higher throughput in short-window layers, allowing more training steps within the 5-minute budget	1.149619	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp26	Delay LR warmdown to last 10% of training (WARMDOWN_RATIO=0.1) for extended high-LR optimization	1.124618	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp27	Increase matrix learning rate from 0.04 to 0.06 for faster convergence of transformer parameters within the 5-minute budget	1.109444	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp28	Tie value embeddings to input token embeddings (wte) instead of separate parameters for better gradient flow and parameter efficiency [Traceback (most recent call last):	0.000000	0.0	0	0.0	0	crash	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp29	Add gradient centralization to AdamW parameters (subtract mean gradient across feature dims)	1.095307	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp30	Initialize value embedding gates to negative values (-3.0) so they start nearly closed (gate≈0.1), allowing the model to gradually learn to use value embeddings rather than starting with full contribution	1.095424	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp31	Lower adaptive gradient clipping floor from 0.3 to 0.2 to allow slightly larger gradient updates at end of training	1.095995	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp32	Implement curriculum learning by progressively increasing sequence length from 512 to MAX_SEQ_LEN over training to stabilize early optimization [^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^^	0.000000	0.0	0	0.0	0	crash	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp33	Delay adaptive gradient clipping decay to second half of training (maintain max clipping for first 50% of training, then cosine decay to 0.3)	1.095870	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp34	Initialize value embeddings to zeros instead of uniform, allowing the model to gradually learn value residual contributions from scratch rather than starting with random projections	1.097398	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp35	Add Gaussian noise (std=0.1) to logits during training for regularization	1.091390	7.5	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp36	Reduce MLP expansion ratio from 4x to 3x to decrease FLOPs and allow more training steps within the 5-minute budget	1.047155	5.5	0	0.0	0	keep	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp37	Reduce ASPECT_RATIO from 64 to 48 to decrease model width from 768 to 640 dims, reducing FLOPs per step by ~30% to allow significantly more training steps within the 5-minute budget	1.002179	4.2	0	0.0	0	keep	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp38	Further reduce ASPECT_RATIO from 48 to 32 to decrease model width from 640 to 384 dims, reducing FLOPs per step by ~42% to allow significantly more training steps within the 5-minute budget	0.967300	2.9	0	0.0	0	keep	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp39	Reduce ASPECT_RATIO from 32 to 16 to further decrease model width from 384 to 256 dims, allowing significantly more training steps within the 5-minute budget	1.006807	1.7	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp40	Reduce HEAD_DIM from 128 to 96 to increase attention heads from 3 to 4 for better representational capacity without changing model dimension or FLOPs	1.189740	6.7	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp41	FAILED TO APPLY: Use grouped-query attention (GQA) by halving n_kv_head to reduce KV cache computation and memory, allowing more training steps within the time budget while maintaining model expressiveness through multi-query attention (MQA) when heads=3 becomes 1	0.000000	0.0	0	0.0	0	crash	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp42	Set logit softcap to 30 for moderate regularization between baseline (12) and previously tried loose values (50/10000)	1.082508	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp43	Remove Value Embeddings (VE) entirely by disabling them in all layers to reduce parameter count (~75M params) and computation, allowing significantly more training steps within the 5-minute budget while maintaining the optimal model width of 384 dims (ASPECT_RATIO=32)	1.102107	5.8	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp44	Reduce HEAD_DIM from 128 to 64 to increase attention heads from 3 to 6 with ASPECT_RATIO=32 (384 dims), using narrower heads for potentially better representation and memory efficiency	1.154321	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp45	Add Gaussian noise (std=0.02) to input embeddings during training as data augmentation	1.086142	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp46	Combine optimal ASPECT_RATIO=32 (384 dims) with 3x MLP expansion to maximize training steps while maintaining sufficient model capacity	0.965294	2.9	0	0.0	0	keep	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp47	Change window pattern to SS to reduce long attention layers from 3 to 1, allowing ~15% more training steps within the 5-minute budget while maintaining minimal global context via the final forced long layer	0.965193	2.9	0	0.0	0	keep	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp48	Reduce MLP expansion ratio from 3x to 2x to decrease FLOPs per step by ~33%, allowing significantly more training steps within the 5-minute budget while maintaining the optimal model width of 384 dims (ASPECT_RATIO=32)	0.970039	2.7	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp49	Increase sliding window size for 'S' layers from half to three-quarters of sequence length (1536 instead of 1024) to capture longer-range dependencies in local attention layers while maintaining throughput advantage over full attention	1.083771	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp50	Optimal narrow configuration: ASPECT_RATIO=32 (384 dims, 12 heads) with 3x MLP expansion for 42% FLOPs reduction, combined with full-dimension value embedding gates (use all input channels instead of 32) for better residual routing	0.967283	2.9	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp51	Remove internal residual connection in MLP to fix double residual and achieve standard Pre-LN architecture	1.065916	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp52	Use full input dimension for value embedding gates instead of fixed 32 channels to improve residual routing capacity	1.082781	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp53	Switch to optimal narrow configuration: ASPECT_RATIO=32, 3x MLP expansion, and SS window pattern for maximum training throughput	0.966846	2.9	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp54	Add 10% dropout to input token embeddings for regularization	1.089234	6.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp55	Adopt optimal narrow configuration (ASPECT_RATIO=32, 3x MLP expansion, SS window pattern) with exponential moving average (EMA) of parameters for improved generalization	2.100530	3.0	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp56	Switch to narrow configuration with ASPECT_RATIO=32, HEAD_DIM=64 (6 heads), 3x MLP expansion, and SS window pattern for improved throughput and representational capacity	0.976928	2.9	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp57	Implement optimal narrow configuration (ASPECT_RATIO=32, 3x MLP, SS window) with increased logit softcap of 20 for sharper predictions	0.968728	2.9	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp58	Combine optimal narrow configuration (ASPECT_RATIO=32, 3x MLP expansion, SS window pattern) with full-dimension value embedding gates to maximize training throughput and residual routing capacity [File "/home/pat/autoresearch/.venv/lib/python3.12/site-packages/torch/_prims_common/wrappers.py", li]	0.000000	0.0	0	0.0	0	crash	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp59	Reduce HEAD_DIM from 128 to 96 to increase attention heads from 3 to 4 with ASPECT_RATIO=32 (384 dims), improving representational capacity without changing FLOPs or memory	1.187187	6.7	0	0.0	0	discard	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
exp60	Apply optimal narrow configuration (ASPECT_RATIO=32, 3x MLP expansion, SS window) with reduced embedding weight decay of 0.0005 for less aggressive regularization on the narrower model's embeddings	0.965003	2.9	0	0.0	0	keep	kimi-k25-r2-controlled	NVIDIA GeForce RTX 5070 Ti	3fb6704	0.0	0.000000	0.0
