exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp0	baseline (no modifications)	1.088927	5.9	300333	17.1	2750	baseline	depth=8, NVIDIA GeForce RTX 5090	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	508.6	0.001693	152580.5
exp1	Reduce TOTAL_BATCH_SIZE by half	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	0.0	0.000000	0.0
exp2	Increase MATRIX_LR from 0.04 to 0.06	1.098767	5.9	300566	17.1	2752	discard	The baseline uses a relatively conservative learning rate for the matrix paramet	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	512.4	0.001705	153761.2
exp3	Set WARMUP_RATIO to 0.05	1.088907	5.9	299900	17.1	2748	keep	The baseline uses zero warmup, which can lead to early instability or suboptimal	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	514.7	0.001715	154450.9
exp4	Enable ACTIVATION_CHECKPOINTING	1.090554	3.6	290236	16.5	2658	discard	The current memory usage is very low (5.9 GB) compared to the 31 GB available on	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	471.3	0.001624	141440.7
exp5	Reduce TOTAL_BATCH_SIZE to 1/4 of the default	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	0.0	0.000000	0.0
exp6	Increase FINAL_LR_FRAC from 0.0 to 0.1	1.089649	5.9	300666	17.1	2754	discard	A linear decay to zero (FINAL_LR_FRAC=0) can lead to underfitting in short train	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	505.0	0.001679	151501.3
exp7	Increase MATRIX_LR from 0.04 to 0.08	1.109232	5.9	299666	17.0	2745	discard	Previous attempts at 0.06 were discarded, but the model is under-utilizing the 5	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	517.8	0.001727	155372.4
exp8	Increase SCALAR_LR from 0.5 to 0.8	1.089843	5.9	299666	17.0	2745	discard	Scalar parameters (layer norms, gains) often require higher learning rates than 	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	510.5	0.001703	153147.6
exp9	Decrease WARMDOWN_RATIO from 0.5 to 0.2	1.101816	5.9	299900	17.1	2746	discard	A warmdown ratio of 0.5 spends half the training budget decaying the learning ra	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	516.0	0.001721	154841.0
exp10	Increase ASPECT_RATIO from 64 to 72	1.094480	7.3	234921	19.3	2150	discard	With only 5.9GB of memory used, the model is significantly underutilizing the 31	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	508.3	0.002165	152529.4
exp11	Decrease TOTAL_BATCH_SIZE to 0.75x of default	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	0.0	0.000000	0.0
exp12	Increase MATRIX_LR from 0.04 to 0.05	1.093900	5.9	300566	17.1	2753	discard	Exp 2 (0.06) and Exp 7 (0.08) both caused val_bpb to increase, suggesting 0.04 i	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	509.6	0.001695	152938.8
exp13	Increase WEIGHT_DECAY from 0.2 to 0.3	1.094871	5.9	300233	17.1	2750	discard	Given that increases in learning rates (MATRIX_LR) and changes to the schedule g	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	513.8	0.001711	154181.7
exp14	Decrease MATRIX_LR from 0.04 to 0.02	1.082139	5.9	300000	17.1	2746	keep	Previous attempts to increase MATRIX_LR (0.05, 0.06, 0.08) all resulted in highe	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	515.8	0.001720	154744.4
exp15	Decrease MATRIX_LR from 0.02 to 0.01	1.084644	5.9	299900	17.1	2746	discard	Experiment 14 showed a significant improvement when reducing MATRIX_LR from 0.04	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	518.1	0.001728	155484.8
exp16	Decrease WARMDOWN_RATIO from 0.5 to 0.3	1.087620	5.9	299900	17.1	2748	discard	A warmdown ratio of 0.5 is very aggressive, spending half the budget decaying th	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	514.3	0.001714	154326.0
exp17	Increase MLP_RATIO from default to 4.0	1.081971	5.9	300233	17.1	2751	keep	The current model has low memory usage (5.9GB), suggesting we can afford more ca	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	508.8	0.001694	152677.8
exp18	Increase DEPTH by 2	1.092714	9.0	195268	19.9	1788	discard	With current memory usage at only 5.9GB on a 31GB card, the model is significant	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	510.7	0.002616	153263.3
exp19	Increase WEIGHT_DECAY from 0.2 to 0.1	1.082348	5.9	300000	17.1	2746	discard	Exp 13 showed that increasing weight decay to 0.3 worsened performance. Reducing	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	514.8	0.001716	154447.9
exp20	Increase MATRIX_LR from 0.02 to 0.03	1.085200	5.9	300000	17.1	2746	discard	Exp14 (0.02) outperformed Exp12 (0.05) and Exp15 (0.01), suggesting the optimal 	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	507.0	0.001690	152104.2
exp21	Decrease MATRIX_LR from 0.02 to 0.015	1.083465	5.9	300233	17.1	2749	discard	Exp14 (0.02) was a significant win over baseline, but Exp15 (0.01) saw performan	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	513.7	0.001711	154156.6
exp22	Increase SCALAR_LR from 0.5 to 1.0	1.082491	5.9	300566	17.1	2752	discard	Exp 8 tried 0.8 and failed, but the model's current state (lower MATRIX_LR and h	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	510.9	0.001700	153327.8
exp23	Decrease WARMDOWN_RATIO from 0.5 to 0.4	1.084979	5.9	299566	17.0	2745	discard	Previous attempts to drastically reduce warmdown (0.2, 0.3) failed, but a modera	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	519.1	0.001732	155765.3
exp24	Increase MATRIX_LR from 0.02 to 0.025	1.082385	5.9	300233	17.1	2749	discard	Experiment 14 showed a significant improvement by decreasing MATRIX_LR to 0.02, 	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	514.9	0.001715	154515.4
exp25	Increase WARMUP_RATIO from 0.05 to 0.1	1.084295	5.9	300000	17.1	2746	discard	A slightly longer warmup can stabilize training in the early steps, especially a	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	519.4	0.001732	155837.5
exp26	Increase EMBEDDING_LR from 0.6 to 0.8	1.083537	5.9	299333	17.0	2742	discard	Matrix learning rate (Muon) is well-tuned at 0.02, but the embeddings are often 	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	521.0	0.001740	156313.3
exp27	Change WINDOW_PATTERN from "SSSL" to "SLLL"	1.058274	5.9	426333	26.8	3904	keep	The current "SSSL" pattern might be too restrictive on the attention context for	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	526.3	0.001234	157918.9
exp28	Increase HEAD_DIM from 128 to 256	1.071112	5.9	393000	24.7	3597	discard	Increasing the head dimension allows the model to capture more complex patterns 	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	494.6	0.001259	148393.2
exp29	Decrease ADAM_BETAS beta1 from 0.8 to 0.7	1.058476	5.9	427000	26.9	3909	discard	The current beta1 of 0.8 is relatively high for Muon-based training. Reducing be	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	547.7	0.001283	164338.1
exp30	Decrease UNEMBEDDING_LR from 0.004 to 0.002	1.062377	5.9	427524	26.9	3915	discard	The current unembedding learning rate might be too high for the final output lay	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	543.2	0.001270	162979.9
exp31	Increase FINAL_LR_FRAC from 0.0 to 0.1	1.059213	5.9	428000	26.9	3917	discard	A small non-zero final learning rate can prevent the training from stalling duri	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	543.3	0.001270	163006.7
exp32	Increase FINAL_LR_FRAC from 0.0 to 0.05	1.057693	5.9	427857	26.9	3917	keep	Many previous experiments used a total decay to zero (FINAL_LR_FRAC=0.0). Settin	NVIDIA GeForce RTX 5090	c91026d4da487405ae576d8232f2f344b482bd91	543.2	0.001270	162994.9
