exp	description	val_bpb	peak_mem_gb	tok_sec	mfu	steps	status	notes	gpu_name	baseline_sha	watts	joules_per_token	total_energy_joules
exp0	baseline (no modifications)	1.090410	5.9	299333	17.0	2741	baseline	depth=8, NVIDIA GeForce RTX 5090	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	523.4	0.001748	157023.8
exp1	Reduce TOTAL_BATCH_SIZE by half	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	0.0	0.000000	0.0
exp2	Increase MATRIX_LR from 0.02 to 0.04	1.059834	5.9	427000	26.9	3909	keep	The baseline val_bpb is relatively high, suggesting the model may be underfittin	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	549.6	0.001287	164904.1
exp3	Enable ACTIVATION_CHECKPOINTING	1.062842	3.6	406000	25.5	3716	discard	Enabling activation checkpointing reduces memory usage per sample, which may all	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	529.2	0.001304	158793.1
exp4	Increase MATRIX_LR from 0.04 to 0.06	1.067925	5.9	426191	26.8	3903	discard	Exp2 showed a significant improvement in val_bpb when increasing the matrix lear	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	553.0	0.001297	165936.8
exp5	Decrease TOTAL_BATCH_SIZE to 16384 (assuming baseline was ~32k)	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	0.0	0.000000	0.0
exp6	Increase SCALAR_LR from 3.0 to 6.0	1.057017	5.9	426666	26.8	3907	keep	The current best run (exp2) showed that increasing the matrix learning rate help	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	551.1	0.001292	165353.2
exp7	Increase MLP_RATIO from 8.0 to 12.0	1.058299	5.9	426000	26.8	3901	discard	Increasing the MLP ratio increases the model's capacity to memorize patterns wit	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	554.7	0.001302	166427.2
exp8	Increase WARMUP_RATIO from 0.05 to 0.1	1.056463	5.9	426191	26.8	3903	keep	A slightly longer warmup can stabilize early training gradients, especially afte	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	555.2	0.001303	166585.1
exp9	Increase MATRIX_LR from 0.04 to 0.05	1.063148	5.9	426666	26.8	3907	discard	Exp2 showed a significant gain increasing MATRIX_LR to 0.04, while Exp4 (0.06) s	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	551.5	0.001292	165464.1
exp10	Increase FINAL_LR_FRAC from 0.05 to 0.1	1.062038	5.9	426857	26.9	3909	discard	Current results show that increasing the warmup period helped. Raising the final	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	551.9	0.001293	165618.1
exp11	Increase WEIGHT_DECAY from 0.12 to 0.15	1.058042	5.9	426666	26.8	3905	discard	Small language models can benefit from stronger regularization to prevent overfi	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	551.8	0.001294	165551.5
exp12	Decrease WARMDOWN_RATIO from 0.7 to 0.5	1.075173	5.9	426857	26.9	3909	discard	A high warmdown ratio (0.7) may be decaying the learning rate too early, prevent	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	550.2	0.001289	165092.7
exp13	Increase ASPECT_RATIO from 64 to 80	1.062019	7.3	315666	28.3	2889	discard	The current model uses very little memory (5.9GB) relative to the RTX 5090's 31G	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	567.2	0.001798	170192.7
exp14	Decrease TOTAL_BATCH_SIZE by 25%	0.000000	0.0	0	0.0	0	crash	training crashed or timed out	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	0.0	0.000000	0.0
exp15	Increase WARMUP_RATIO from 0.1 to 0.2	1.062376	5.9	426333	26.8	3904	discard	Exp8 showed a clear improvement when increasing the warmup ratio. A longer warmu	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	552.8	0.001296	165852.4
exp16	Decrease WEIGHT_DECAY from 0.12 to 0.05	1.054723	5.9	427857	26.9	3917	keep	Exp11 showed that increasing weight decay was detrimental. Reducing weight decay	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	542.5	0.001268	162769.6
exp17	Increase MATRIX_LR from 0.04 to 0.045	1.060041	5.9	426191	26.8	3903	discard	Exp2 showed a significant win increasing MATRIX_LR to 0.04, but Exp4 (0.06) and 	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	554.6	0.001301	166411.1
exp18	Increase EMBEDDING_LR from 1.0 to 2.0	1.057802	5.9	427000	26.9	3908	discard	The embedding layer often requires a higher learning rate to keep pace with the 	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	549.1	0.001286	164735.9
exp19	Increase MATRIX_LR from 0.04 to 0.042	1.057034	5.9	426333	26.8	3904	discard	Exp2 showed a significant win increasing MATRIX_LR to 0.04, but Exp4 (0.06) and 	NVIDIA GeForce RTX 5090	9a884b008ec4db04f866b485ba020b3a81cf2896	554.6	0.001301	166397.7
